id,target,prediction,prediction_std,prediction_0,stable_prediction
mp-684798,0.0000,0.1547,0.0000,0.1547,1
mp-1078669,0.0000,0.2171,0.0000,0.2171,1
mp-1080270,0.0000,1.4045,0.0000,1.4045,1
mp-1095479,0.0000,1.0736,0.0000,1.0736,1
mp-12884,0.0000,1.9289,0.0000,1.9289,1
mp-570,0.0000,-1.5520,0.0000,-1.5520,1
mp-1208342,0.0000,1.2647,0.0000,1.2647,1
mp-1205384,0.0000,0.1772,0.0000,0.1772,1
mp-1245236,0.0000,1.7547,0.0000,1.7547,1
mp-567370,0.0000,0.9869,0.0000,0.9869,1
mp-350,0.0000,1.7617,0.0000,1.7617,1
mp-974381,0.0000,0.3745,0.0000,0.3745,1
mp-569701,0.0000,-0.6943,0.0000,-0.6943,1
mp-1219373,0.0000,0.2381,0.0000,0.2381,1
mp-1101873,0.0000,0.7262,0.0000,0.7262,1
mp-1183665,0.0000,0.5560,0.0000,0.5560,1
mp-604910,0.0000,0.1555,0.0000,0.1555,1
mp-7132,0.0000,0.8085,0.0000,0.8085,1
mp-1080642,0.0000,1.5827,0.0000,1.5827,1
mp-556225,0.0000,1.0641,0.0000,1.0641,1
mp-1013526,0.0000,-0.6074,0.0000,-0.6074,1
mp-1184547,0.0000,3.1639,0.0000,3.1639,1
mp-1200836,0.0000,2.0276,0.0000,2.0276,1
mp-1413688,0.0000,0.2543,0.0000,0.2543,1
mp-990083,0.0000,1.2170,0.0000,1.2170,1
mp-32983,0.0000,0.7571,0.0000,0.7571,1
mp-684712,0.0000,1.0822,0.0000,1.0822,1
mp-504,0.0000,1.5901,0.0000,1.5901,1
mp-571486,0.0000,0.1556,0.0000,0.1556,1
mp-1180929,0.0000,1.6649,0.0000,1.6649,1
mp-2288,0.0000,0.5928,0.0000,0.5928,1
mp-1214753,0.0000,1.1732,0.0000,1.1732,1
mp-1220657,0.0000,0.7842,0.0000,0.7842,1
mp-2039388,0.0000,1.2416,0.0000,1.2416,1
mp-685069,0.0000,0.4339,0.0000,0.4339,1
mp-1245213,0.0000,1.5345,0.0000,1.5345,1
mp-31103,0.0000,0.3536,0.0000,0.3536,1
mp-1071948,0.0000,0.7318,0.0000,0.7318,1
mp-1232236,0.0000,1.5308,0.0000,1.5308,1
mp-22562,0.0000,1.5592,0.0000,1.5592,1
mp-1208221,0.0000,0.0609,0.0000,0.0609,1
mp-568220,0.0000,-0.1295,0.0000,-0.1295,1
mp-1002210,0.0000,1.1240,0.0000,1.1240,1
mp-20120,0.0000,2.1264,0.0000,2.1264,1
mp-32758,0.0000,0.1495,0.0000,0.1495,1
mp-1025470,0.0000,1.0186,0.0000,1.0186,1
mp-1200463,0.0000,-0.5556,0.0000,-0.5556,1
mp-20123,0.0000,1.0814,0.0000,1.0814,1
mp-1220475,0.0000,0.7950,0.0000,0.7950,1
mp-2578,0.0000,-0.2433,0.0000,-0.2433,1
mp-679962,0.0000,-1.3729,0.0000,-1.3729,1
mp-849083,0.0000,0.0935,0.0000,0.0935,1
mp-560786,0.0000,1.1769,0.0000,1.1769,1
mp-1476,0.0000,0.4574,0.0000,0.4574,1
mp-556448,0.0000,2.0911,0.0000,2.0911,1
mp-604914,0.0000,-0.1948,0.0000,-0.1948,1
mp-380,0.0000,1.5856,0.0000,1.5856,1
mp-581212,0.0000,0.2945,0.0000,0.2945,1
mp-684641,0.0000,0.5541,0.0000,0.5541,1
mp-1215375,0.0000,1.6403,0.0000,1.6403,1
mp-684822,0.0000,-0.3877,0.0000,-0.3877,1
mp-1080856,0.0000,1.5349,0.0000,1.5349,1
mp-2423,0.0000,0.7377,0.0000,0.7377,1
mp-975652,0.0000,1.0023,0.0000,1.0023,1
mp-9978,0.0000,0.9570,0.0000,0.9570,1
mp-1080281,0.0000,1.1067,0.0000,1.1067,1
mp-1537871,0.0000,1.0501,0.0000,1.0501,1
mp-541582,0.0000,0.2500,0.0000,0.2500,1
mp-722,0.0000,1.2473,0.0000,1.2473,1
mp-983,0.0000,0.3724,0.0000,0.3724,1
mp-554115,0.0000,2.0905,0.0000,2.0905,1
mp-696673,0.0000,0.9812,0.0000,0.9812,1
mp-1407236,0.0000,0.1297,0.0000,0.1297,1
mp-1025799,0.0000,0.4184,0.0000,0.4184,1
mp-542621,0.0000,1.2698,0.0000,1.2698,1
mp-1080866,0.0000,1.4181,0.0000,1.4181,1
mp-1022717,0.0000,0.8727,0.0000,0.8727,1
mp-684898,0.0000,0.3569,0.0000,0.3569,1
mp-850131,0.0000,-0.0313,0.0000,-0.0313,1
mp-2750118,0.0000,0.1543,0.0000,0.1543,1
mp-555543,0.0000,2.0918,0.0000,2.0918,1
mp-571651,0.0000,-0.3481,0.0000,-0.3481,1
mp-505536,0.0000,-0.2395,0.0000,-0.2395,1
mp-1147712,0.0000,0.7879,0.0000,0.7879,1
mp-1072244,0.0000,-0.0607,0.0000,-0.0607,1
mp-1240,0.0000,0.9441,0.0000,0.9441,1
mp-15669,0.0000,0.1134,0.0000,0.1134,1
mp-503,0.0000,0.8790,0.0000,0.8790,1
mp-1102447,0.0000,0.0539,0.0000,0.0539,1
mp-618,0.0000,-1.3968,0.0000,-1.3968,1
mp-684970,0.0000,0.1063,0.0000,0.1063,1
mp-1173629,0.0000,0.8683,0.0000,0.8683,1
mp-554713,0.0000,2.0929,0.0000,2.0929,1
mp-8628,0.0000,0.3558,0.0000,0.3558,1
mp-557054,0.0000,2.0917,0.0000,2.0917,1
mp-10652,0.0000,-0.8682,0.0000,-0.8682,1
mp-14787,0.0000,1.6592,0.0000,1.6592,1
mp-1025459,0.0000,1.5015,0.0000,1.5015,1
mp-2212763,0.0000,0.6582,0.0000,0.6582,1
mp-556105,0.0000,2.0390,0.0000,2.0390,1
mp-1525,0.0000,-1.0650,0.0000,-1.0650,1
mp-1104180,0.0000,0.3003,0.0000,0.3003,1
mp-568789,0.0000,-0.5390,0.0000,-0.5390,1
mp-299,0.0000,0.4804,0.0000,0.4804,1
mp-1080636,0.0000,1.3610,0.0000,1.3610,1
mp-1018727,0.0000,0.8026,0.0000,0.8026,1
mp-1225676,0.0000,0.6392,0.0000,0.6392,1
mp-1217116,0.0000,1.1896,0.0000,1.1896,1
mp-1217073,0.0000,2.6707,0.0000,2.6707,1
mp-1102261,0.0000,0.5803,0.0000,0.5803,1
mp-10281,0.0000,2.0913,0.0000,2.0913,1
mp-9946,0.0000,2.0923,0.0000,2.0923,1
mp-13141,0.0000,2.0375,0.0000,2.0375,1
mp-645273,0.0000,-0.0394,0.0000,-0.0394,1
mp-685128,0.0000,0.3558,0.0000,0.3558,1
mp-438,0.0000,1.4926,0.0000,1.4926,1
mp-1215634,0.0000,1.5123,0.0000,1.5123,1
mp-555594,0.0000,2.0917,0.0000,2.0917,1
mp-568761,0.0000,0.2193,0.0000,0.2193,1
mp-14643,0.0000,-0.3722,0.0000,-0.3722,1
mp-1192175,0.0000,-0.3026,0.0000,-0.3026,1
mp-1096941,0.0000,0.5985,0.0000,0.5985,1
mp-672389,0.0000,-1.7922,0.0000,-1.7922,1
mp-1080351,0.0000,1.3578,0.0000,1.3578,1
mp-1443423,0.0000,-0.0928,0.0000,-0.0928,1
mp-1008471,0.0000,0.4094,0.0000,0.4094,1
mp-1184749,0.0000,1.3040,0.0000,1.3040,1
mp-1106376,0.0000,-0.6635,0.0000,-0.6635,1
mp-1425201,0.0000,1.5003,0.0000,1.5003,1
mp-7597,0.0000,-0.6979,0.0000,-0.6979,1
mp-32688,0.0000,0.5510,0.0000,0.5510,1
mp-570562,0.0000,0.2328,0.0000,0.2328,1
mp-1100266,0.0000,1.5671,0.0000,1.5671,1
mp-619501,0.0000,-1.0799,0.0000,-1.0799,1
mp-581425,0.0000,2.0417,0.0000,2.0417,1
mp-16380,0.0000,0.3225,0.0000,0.3225,1
mp-32727,0.0000,0.5757,0.0000,0.5757,1
mp-1080308,0.0000,1.4624,0.0000,1.4624,1
mp-1080257,0.0000,1.4042,0.0000,1.4042,1
mp-553880,0.0000,2.0915,0.0000,2.0915,1
mp-510404,0.0000,0.8566,0.0000,0.8566,1
mp-530018,0.0000,1.3630,0.0000,1.3630,1
mp-1216498,0.0000,-0.3193,0.0000,-0.3193,1
mp-555410,0.0000,2.0916,0.0000,2.0916,1
mp-1220359,0.0000,1.2206,0.0000,1.2206,1
mp-1080327,0.0000,1.1287,0.0000,1.1287,1
mp-570325,0.0000,1.0154,0.0000,1.0154,1
mp-684911,0.0000,-0.6596,0.0000,-0.6596,1
mp-2562,0.0000,0.3812,0.0000,0.3812,1
mp-1189125,0.0000,0.7724,0.0000,0.7724,1
mp-975439,0.0000,1.6537,0.0000,1.6537,1
mp-1406,0.0000,-1.8428,0.0000,-1.8428,1
mp-1187309,0.0000,0.7073,0.0000,0.7073,1
mp-571571,0.0000,-0.5385,0.0000,-0.5385,1
mp-464,0.0000,0.7408,0.0000,0.7408,1
mp-1188055,0.0000,1.8069,0.0000,1.8069,1
mp-1042098,0.0000,2.8749,0.0000,2.8749,1
mp-1237627,0.0000,0.9941,0.0000,0.9941,1
mp-556732,0.0000,2.0926,0.0000,2.0926,1
mp-1080328,0.0000,1.1013,0.0000,1.1013,1
mp-1193977,0.0000,1.3486,0.0000,1.3486,1
mp-1080275,0.0000,1.7528,0.0000,1.7528,1
mp-1080365,0.0000,1.6013,0.0000,1.6013,1
mp-1080274,0.0000,1.0938,0.0000,1.0938,1
mp-32861,0.0000,-0.8545,0.0000,-0.8545,1
mp-12406,0.0000,0.6697,0.0000,0.6697,1
mp-616476,0.0000,0.5156,0.0000,0.5156,1
mp-1087512,0.0000,1.4122,0.0000,1.4122,1
mp-1019266,0.0000,0.4816,0.0000,0.4816,1
mp-1189209,0.0000,-0.3824,0.0000,-0.3824,1
mp-1018807,0.0000,0.3326,0.0000,0.3326,1
mp-685003,0.0000,0.5018,0.0000,0.5018,1
mp-1087554,0.0000,1.5375,0.0000,1.5375,1
mp-30527,0.0000,0.6833,0.0000,0.6833,1
mp-32633,0.0000,0.9164,0.0000,0.9164,1
mp-1206272,0.0000,0.4172,0.0000,0.4172,1
mp-209,0.0000,0.7890,0.0000,0.7890,1
mp-15257,0.0000,0.8659,0.0000,0.8659,1
mp-1232276,0.0000,0.6345,0.0000,0.6345,1
mp-1105684,0.0000,-0.6503,0.0000,-0.6503,1
mp-1102743,0.0000,1.3218,0.0000,1.3218,1
mp-1071078,0.0000,0.3043,0.0000,0.3043,1
mp-13567,0.0000,1.5019,0.0000,1.5019,1
mp-1103738,0.0000,0.1795,0.0000,0.1795,1
mp-2831205,0.0000,0.4789,0.0000,0.4789,1
mp-684604,0.0000,1.5520,0.0000,1.5520,1
mp-799,0.0000,-0.2617,0.0000,-0.2617,1
mp-1219856,0.0000,2.0932,0.0000,2.0932,1
mp-1101100,0.0000,1.3378,0.0000,1.3378,1
mp-7951,0.0000,1.4149,0.0000,1.4149,1
mp-1077263,0.0000,-0.0323,0.0000,-0.0323,1
mp-1209671,0.0000,0.8535,0.0000,0.8535,1
mp-10033,0.0000,1.2319,0.0000,1.2319,1
mp-228,0.0000,-1.1688,0.0000,-1.1688,1
mp-1232181,0.0000,0.8890,0.0000,0.8890,1
mp-1004526,0.0000,1.2675,0.0000,1.2675,1
mp-1217172,0.0000,-0.1913,0.0000,-0.1913,1
mp-1232178,0.0000,-0.6404,0.0000,-0.6404,1
mp-1207855,0.0000,-1.0580,0.0000,-1.0580,1
mp-10204,0.0000,0.5036,0.0000,0.5036,1
mp-1442954,0.0000,0.1044,0.0000,0.1044,1
mp-1080352,0.0000,1.5683,0.0000,1.5683,1
mp-1245004,0.0000,1.5376,0.0000,1.5376,1
mp-1244969,0.0000,1.6883,0.0000,1.6883,1
mp-32669,0.0000,1.0139,0.0000,1.0139,1
mp-620032,0.0000,-0.9435,0.0000,-0.9435,1
mp-1190,0.0000,1.5950,0.0000,1.5950,1
mp-29907,0.0000,-2.3183,0.0000,-2.3183,1
mp-10014,0.0000,1.6305,0.0000,1.6305,1
mp-558552,0.0000,0.9472,0.0000,0.9472,1
mp-1080340,0.0000,0.8413,0.0000,0.8413,1
mp-1183733,0.0000,1.3635,0.0000,1.3635,1
mp-849075,0.0000,0.5262,0.0000,0.5262,1
mp-1187016,0.0000,2.3420,0.0000,2.3420,1
mp-1080302,0.0000,1.1704,0.0000,1.1704,1
mp-10646,0.0000,1.4119,0.0000,1.4119,1
mp-32578,0.0000,0.9927,0.0000,0.9927,1
mp-1042106,0.0000,1.6198,0.0000,1.6198,1
mp-1055905,0.0000,0.5741,0.0000,0.5741,1
mp-1181862,0.0000,0.5610,0.0000,0.5610,1
mp-1226722,0.0000,1.1336,0.0000,1.1336,1
mp-1364133,0.0000,-0.4740,0.0000,-0.4740,1
mp-1220085,0.0000,-0.2840,0.0000,-0.2840,1
mp-973750,0.0000,1.9938,0.0000,1.9938,1
mp-1009008,0.0000,-0.4262,0.0000,-0.4262,1
mp-1080120,0.0000,1.2922,0.0000,1.2922,1
mp-1080631,0.0000,1.6392,0.0000,1.6392,1
mp-1225993,0.0000,1.1939,0.0000,1.1939,1
mp-1556,0.0000,-1.0778,0.0000,-1.0778,1
mp-685048,0.0000,0.2178,0.0000,0.2178,1
mp-1184541,0.0000,1.3815,0.0000,1.3815,1
mp-1105836,0.0000,0.6690,0.0000,0.6690,1
mp-1634,0.0000,0.3128,0.0000,0.3128,1
mp-1232344,0.0000,0.7417,0.0000,0.7417,1
mp-1023939,0.0000,1.2175,0.0000,1.2175,1
mp-557009,0.0000,2.0921,0.0000,2.0921,1
mp-1080248,0.0000,1.9911,0.0000,1.9911,1
mp-794,0.0000,0.1569,0.0000,0.1569,1
mp-1080311,0.0000,1.4272,0.0000,1.4272,1
mp-1080855,0.0000,1.5683,0.0000,1.5683,1
mp-1042086,0.0000,1.2940,0.0000,1.2940,1
mp-849079,0.0000,0.0823,0.0000,0.0823,1
mp-13870,0.0000,0.0973,0.0000,0.0973,1
mp-1104233,0.0000,-0.2895,0.0000,-0.2895,1
mp-973676,0.0000,0.8114,0.0000,0.8114,1
mp-1967,0.0000,0.9849,0.0000,0.9849,1
mp-11687,0.0000,-0.5131,0.0000,-0.5131,1
mp-684971,0.0000,2.5631,0.0000,2.5631,1
mp-1080268,0.0000,1.1082,0.0000,1.1082,1
mp-1019324,0.0000,1.6732,0.0000,1.6732,1
mp-1220631,0.0000,1.2579,0.0000,1.2579,1
mp-1078991,0.0000,1.2647,0.0000,1.2647,1
mp-1087552,0.0000,1.4885,0.0000,1.4885,1
mp-1008650,0.0000,1.2920,0.0000,1.2920,1
mp-1080374,0.0000,1.5447,0.0000,1.5447,1
mp-20560,0.0000,0.8926,0.0000,0.8926,1
mp-555283,0.0000,-5.6679,0.0000,-5.6679,1
mp-1447,0.0000,0.9147,0.0000,0.9147,1
mp-1100189,0.0000,1.5232,0.0000,1.5232,1
mp-1245300,0.0000,1.7027,0.0000,1.7027,1
mp-1105821,0.0000,0.7014,0.0000,0.7014,1
mp-7475,0.0000,1.7689,0.0000,1.7689,1
mp-556152,0.0000,2.0918,0.0000,2.0918,1
mp-542388,0.0000,7.6611,0.0000,7.6611,1
mp-1080261,0.0000,1.5335,0.0000,1.5335,1
mp-2285,0.0000,0.8272,0.0000,0.8272,1
mp-1080293,0.0000,1.0921,0.0000,1.0921,1
mp-1025522,0.0000,0.6398,0.0000,0.6398,1
mp-1269,0.0000,0.9991,0.0000,0.9991,1
mp-1120781,0.0000,-0.0969,0.0000,-0.0969,1
mp-1238498,0.0000,0.7448,0.0000,0.7448,1
mp-569141,0.0000,4.3113,0.0000,4.3113,1
mp-555151,0.0000,2.0907,0.0000,2.0907,1
mp-558229,0.0000,1.6507,0.0000,1.6507,1
mp-17173,0.0000,0.2757,0.0000,0.2757,1
mp-673650,0.0000,0.5671,0.0000,0.5671,1
mp-32629,0.0000,1.4042,0.0000,1.4042,1
mp-1232221,0.0000,0.5806,0.0000,0.5806,1
mp-1984,0.0000,1.6034,0.0000,1.6034,1
mp-1080329,0.0000,1.3993,0.0000,1.3993,1
mp-982779,0.0000,0.6116,0.0000,0.6116,1
mp-1080295,0.0000,1.1831,0.0000,1.1831,1
mp-20587,0.0000,-0.0421,0.0000,-0.0421,1
mp-1080372,0.0000,1.5197,0.0000,1.5197,1
mp-1207258,0.0000,1.5352,0.0000,1.5352,1
mp-570205,0.0000,1.3521,0.0000,1.3521,1
mp-567832,0.0000,0.0875,0.0000,0.0875,1
mp-10764,0.0000,0.4813,0.0000,0.4813,1
mp-12627,0.0000,0.4077,0.0000,0.4077,1
mp-1102324,0.0000,1.1833,0.0000,1.1833,1
mp-32787,0.0000,0.8631,0.0000,0.8631,1
mp-1270,0.0000,0.8609,0.0000,0.8609,1
mp-15837,0.0000,-0.5494,0.0000,-0.5494,1
mp-849065,0.0000,-0.7979,0.0000,-0.7979,1
mp-1173590,0.0000,0.2097,0.0000,0.2097,1
mp-685146,0.0000,0.1179,0.0000,0.1179,1
mp-974355,0.0000,0.4679,0.0000,0.4679,1
mp-20215,0.0000,1.3127,0.0000,1.3127,1
mp-1080858,0.0000,1.4353,0.0000,1.4353,1
mp-1237669,0.0000,0.4379,0.0000,0.4379,1
mp-1018804,0.0000,0.9653,0.0000,0.9653,1
mp-2480,0.0000,-0.4863,0.0000,-0.4863,1
mp-1120759,0.0000,0.5016,0.0000,0.5016,1
mp-684674,0.0000,0.1119,0.0000,0.1119,1
mp-561,0.0000,-0.0698,0.0000,-0.0698,1
mp-1080307,0.0000,1.1370,0.0000,1.1370,1
mp-684710,0.0000,0.4787,0.0000,0.4787,1
mp-1101258,0.0000,-0.0347,0.0000,-0.0347,1
mp-684969,0.0000,0.7144,0.0000,0.7144,1
mp-643063,0.0000,-0.4785,0.0000,-0.4785,1
mp-1186431,0.0000,-1.5458,0.0000,-1.5458,1
mp-1023940,0.0000,0.4537,0.0000,0.4537,1
mp-1019107,0.0000,0.3888,0.0000,0.3888,1
mp-31381,0.0000,-0.9957,0.0000,-0.9957,1
mp-582680,0.0000,2.0433,0.0000,2.0433,1
mp-1407787,0.0000,-0.0550,0.0000,-0.0550,1
mp-1009581,0.0000,-0.0762,0.0000,-0.0762,1
mp-10188,0.0000,0.7170,0.0000,0.7170,1
mp-1386044,0.0000,1.0917,0.0000,1.0917,1
mp-7273,0.0000,1.0686,0.0000,1.0686,1
mp-1106121,0.0000,-0.1023,0.0000,-0.1023,1
mp-1186234,0.0000,-0.4967,0.0000,-0.4967,1
mp-1023925,0.0000,1.5093,0.0000,1.5093,1
mp-1185605,0.0000,0.4356,0.0000,0.4356,1
mp-1120748,0.0000,-0.6333,0.0000,-0.6333,1
mp-1103188,0.0000,2.0735,0.0000,2.0735,1
mp-7859,0.0000,1.7999,0.0000,1.7999,1
mp-2183,0.0000,0.3856,0.0000,0.3856,1
mp-1080860,0.0000,1.6015,0.0000,1.6015,1
mp-1232269,0.0000,1.2305,0.0000,1.2305,1
mp-684922,0.0000,1.0325,0.0000,1.0325,1
mp-1610,0.0000,0.7929,0.0000,0.7929,1
mp-15622,0.0000,0.8240,0.0000,0.8240,1
mp-680850,0.0000,-0.8750,0.0000,-0.8750,1
mp-1055,0.0000,0.5467,0.0000,0.5467,1
mp-1080304,0.0000,1.3798,0.0000,1.3798,1
mp-976249,0.0000,0.5355,0.0000,0.5355,1
mp-1393120,0.0000,0.5195,0.0000,0.5195,1
mp-1280,0.0000,-0.4525,0.0000,-0.4525,1
mp-557175,0.0000,2.0922,0.0000,2.0922,1
mp-1066497,0.0000,-1.1583,0.0000,-1.1583,1
mp-879,0.0000,-0.4524,0.0000,-0.4524,1
mp-1103226,0.0000,0.7411,0.0000,0.7411,1
mp-1204799,0.0000,0.6139,0.0000,0.6139,1
mp-32689,0.0000,1.0587,0.0000,1.0587,1
mp-30797,0.0000,0.9473,0.0000,0.9473,1
mp-555569,0.0000,0.1817,0.0000,0.1817,1
mp-1666,0.0000,0.7692,0.0000,0.7692,1
mp-1080280,0.0000,0.9155,0.0000,0.9155,1
mp-1080252,0.0000,1.6175,0.0000,1.6175,1
mp-2779,0.0000,0.4481,0.0000,0.4481,1
mp-1206038,0.0000,-0.0506,0.0000,-0.0506,1
mp-646008,0.0000,0.9898,0.0000,0.9898,1
mp-20250,0.0000,0.7286,0.0000,0.7286,1
mp-224,0.0000,1.5138,0.0000,1.5138,1
mp-1215400,0.0000,1.9051,0.0000,1.9051,1
mp-673649,0.0000,2.0739,0.0000,2.0739,1
mp-2822,0.0000,0.4894,0.0000,0.4894,1
mp-1094089,0.0000,0.0526,0.0000,0.0526,1
mp-2749854,0.0000,0.7548,0.0000,0.7548,1
mp-1193856,0.0000,1.9488,0.0000,1.9488,1
mp-1025482,0.0000,-0.8969,0.0000,-0.8969,1
mp-1103658,0.0000,1.6010,0.0000,1.6010,1
mp-1094027,0.0000,-0.8267,0.0000,-0.8267,1
mp-22126,0.0000,0.8060,0.0000,0.8060,1
mp-849098,0.0000,-0.6009,0.0000,-0.6009,1
mp-555037,0.0000,1.5102,0.0000,1.5102,1
mp-685077,0.0000,0.0105,0.0000,0.0105,1
mp-1513,0.0000,0.4868,0.0000,0.4868,1
mp-1232273,0.0000,1.0693,0.0000,1.0693,1
mp-1434,0.0000,1.2878,0.0000,1.2878,1
mp-1095335,0.0000,0.5102,0.0000,0.5102,1
mp-1206927,0.0000,2.2926,0.0000,2.2926,1
mp-1187477,0.0000,-0.9454,0.0000,-0.9454,1
mp-755523,0.0000,1.5265,0.0000,1.5265,1
mp-1181516,0.0000,2.2558,0.0000,2.2558,1
mp-684860,0.0000,1.3449,0.0000,1.3449,1
mp-1217494,0.0000,0.4781,0.0000,0.4781,1
mp-1011377,0.0000,0.9962,0.0000,0.9962,1
mp-500,0.0000,-0.0684,0.0000,-0.0684,1
mp-1207843,0.0000,-0.2310,0.0000,-0.2310,1
mp-642301,0.0000,8.0430,0.0000,8.0430,1
mp-2269,0.0000,-0.2028,0.0000,-0.2028,1
mp-2014814,0.0000,0.9586,0.0000,0.9586,1
mp-867290,0.0000,-1.5657,0.0000,-1.5657,1
mp-553942,0.0000,1.0906,0.0000,1.0906,1
mp-1173504,0.0000,0.9660,0.0000,0.9660,1
mp-1244986,0.0000,1.6064,0.0000,1.6064,1
mp-1219986,0.0000,0.1617,0.0000,0.1617,1
mp-1080628,0.0000,1.6367,0.0000,1.6367,1
mp-29832,0.0000,0.9839,0.0000,0.9839,1
mp-20328,0.0000,0.7881,0.0000,0.7881,1
mp-1024087,0.0000,1.5930,0.0000,1.5930,1
mp-684959,0.0000,1.0617,0.0000,1.0617,1
mp-20683,0.0000,0.3147,0.0000,0.3147,1
mp-1080356,0.0000,1.4573,0.0000,1.4573,1
mp-2207,0.0000,-0.6975,0.0000,-0.6975,1
mp-569388,0.0000,1.2062,0.0000,1.2062,1
mp-1534,0.0000,1.3427,0.0000,1.3427,1
mp-1018687,0.0000,0.7961,0.0000,0.7961,1
mp-1080334,0.0000,1.3803,0.0000,1.3803,1
mp-1101023,0.0000,1.3915,0.0000,1.3915,1
mp-1025572,0.0000,0.3419,0.0000,0.3419,1
mp-862373,0.0000,1.0536,0.0000,1.0536,1
mp-1200568,0.0000,2.0252,0.0000,2.0252,1
mp-393,0.0000,-0.8075,0.0000,-0.8075,1
mp-645688,0.0000,1.1670,0.0000,1.1670,1
mp-1879,0.0000,0.9011,0.0000,0.9011,1
mp-1186803,0.0000,1.4160,0.0000,1.4160,1
mp-1226371,0.0000,0.3664,0.0000,0.3664,1
mp-358,0.0000,0.7216,0.0000,0.7216,1
mp-32826,0.0000,1.0705,0.0000,1.0705,1
mp-16331,0.0000,1.7346,0.0000,1.7346,1
mp-1190964,0.0000,-1.2255,0.0000,-1.2255,1
mp-17329,0.0000,1.6607,0.0000,1.6607,1
mp-561286,0.0000,2.0909,0.0000,2.0909,1
mp-1185993,0.0000,-2.7661,0.0000,-2.7661,1
mp-1219395,0.0000,0.8024,0.0000,0.8024,1
mp-972,0.0000,-0.0547,0.0000,-0.0547,1
mp-202,0.0000,0.4484,0.0000,0.4484,1
mp-9945,0.0000,0.1222,0.0000,0.1222,1
mp-1213750,0.0000,0.2976,0.0000,0.2976,1
mp-1247874,0.0000,1.8321,0.0000,1.8321,1
mp-850049,0.0000,0.7992,0.0000,0.7992,1
mp-10264,0.0000,0.2024,0.0000,0.2024,1
mp-1245220,0.0000,1.5180,0.0000,1.5180,1
mp-1028698,0.0000,0.3327,0.0000,0.3327,1
mp-680085,0.0000,2.0413,0.0000,2.0413,1
mp-554889,0.0000,2.0925,0.0000,2.0925,1
mp-226,0.0000,0.0335,0.0000,0.0335,1
mp-605,0.0000,1.2291,0.0000,1.2291,1
mp-637232,0.0000,-0.0676,0.0000,-0.0676,1
mp-1210280,0.0000,-0.4225,0.0000,-0.4225,1
mp-1068462,0.0000,3.3865,0.0000,3.3865,1
mp-684964,0.0000,0.6530,0.0000,0.6530,1
mp-1245122,0.0000,1.6333,0.0000,1.6333,1
mp-32736,0.0000,0.9405,0.0000,0.9405,1
mp-1097707,0.0000,0.0427,0.0000,0.0427,1
mp-964,0.0000,0.2021,0.0000,0.2021,1
mp-684605,0.0000,0.2149,0.0000,0.2149,1
mp-1245117,0.0000,1.6675,0.0000,1.6675,1
mp-1424931,0.0000,-0.1709,0.0000,-0.1709,1
mp-684829,0.0000,0.2711,0.0000,0.2711,1
mp-1245246,0.0000,1.6338,0.0000,1.6338,1
mp-1100827,0.0000,2.1057,0.0000,2.1057,1
mp-1102847,0.0000,1.2195,0.0000,1.2195,1
mp-1226350,0.0000,0.5081,0.0000,0.5081,1
mp-1802,0.0000,0.8347,0.0000,0.8347,1
mp-1147746,0.0000,0.6584,0.0000,0.6584,1
mp-1232280,0.0000,1.2368,0.0000,1.2368,1
mp-976881,0.0000,-1.5056,0.0000,-1.5056,1
mp-14613,0.0000,1.3801,0.0000,1.3801,1
mp-571144,0.0000,-0.6430,0.0000,-0.6430,1
mp-12383,0.0000,0.2343,0.0000,0.2343,1
mp-19880,0.0000,0.2866,0.0000,0.2866,1
mp-1237467,0.0000,1.2613,0.0000,1.2613,1
mp-999540,0.0000,0.3324,0.0000,0.3324,1
mp-616559,0.0000,-0.7352,0.0000,-0.7352,1
mp-1080330,0.0000,0.6072,0.0000,0.6072,1
mp-510402,0.0000,0.9290,0.0000,0.9290,1
mp-627,0.0000,0.7345,0.0000,0.7345,1
mp-684606,0.0000,0.4817,0.0000,0.4817,1
mp-21893,0.0000,-0.0612,0.0000,-0.0612,1
mp-943,0.0000,0.4084,0.0000,0.4084,1
mp-554462,0.0000,0.8146,0.0000,0.8146,1
mp-1008682,0.0000,0.3482,0.0000,0.3482,1
mp-7135,0.0000,0.6435,0.0000,0.6435,1
mp-555280,0.0000,2.0910,0.0000,2.0910,1
mp-974372,0.0000,0.6534,0.0000,0.6534,1
mp-849081,0.0000,0.1114,0.0000,0.1114,1
mp-1178763,0.0000,-0.5879,0.0000,-0.5879,1
mp-1329,0.0000,0.0365,0.0000,0.0365,1
mp-987595,0.0000,0.0469,0.0000,0.0469,1
mp-8850,0.0000,0.8319,0.0000,0.8319,1
mp-426,0.0000,0.2794,0.0000,0.2794,1
mp-1188427,0.0000,-0.6107,0.0000,-0.6107,1
mp-684707,0.0000,0.0488,0.0000,0.0488,1
mp-675278,0.0000,0.6623,0.0000,0.6623,1
mp-2176,0.0000,-0.7702,0.0000,-0.7702,1
mp-21042,0.0000,1.2010,0.0000,1.2010,1
mp-1080363,0.0000,1.5838,0.0000,1.5838,1
mp-2832,0.0000,0.2630,0.0000,0.2630,1
mp-1080359,0.0000,1.4353,0.0000,1.4353,1
mp-28919,0.0000,2.4238,0.0000,2.4238,1
mp-861979,0.0000,0.6941,0.0000,0.6941,1
